lat,lng,value
39.7951761968,116.510796449,14
39.9395832326,116.280920725,30
39.8413558121,116.336447645,4
39.8642619617,116.245672626,6
39.6172423436,115.907457804,1
39.7637878476,116.313014603,13
40.0338510589,116.553327627,1
39.929316011,116.36889152,24
39.8463988241,116.346710712,16
40.0439174151,116.190934064,4
39.7830008783,116.437119133,1
39.7839713122,116.41515766,5
39.9915262234,116.551105041,1
40.070527065,116.523158315,4
40.1507286241,116.656959635,1
39.9299738216,116.535885085,3
39.9119830042,116.704290834,2
39.9638264471,116.711864386,1
39.9538481199,116.693069011,1
40.2108118431,116.670976105,2
39.8651688897,116.23399011,2
40.1151300015,116.356450658,9
39.8733894625,116.355873934,14
39.9335590402,116.464693105,105
39.934120478,116.399977459,40
39.9670834882,116.489145451,91
39.9389142066,116.465839436,16
40.0475604063,116.403845839,15
39.7427675355,116.534940098,11
39.774702714,116.221033227,4
39.8965104869,116.239348395,15
39.6627525499,116.351837565,1
39.8175951081,116.589382602,7
39.7902464888,116.282604332,1
39.8507458301,116.454488695,5
39.7111674334,116.790417888,1
39.8168309469,116.418426507,3
39.7693828015,116.385623975,1
40.070932763,116.234280062,1
40.0336400354,116.177509038,1
39.8967040146,116.743394847,1
39.8664414796,116.740426232,1
39.8999766795,116.421342533,88
39.9889131434,116.498691151,29
39.7649863852,116.451059482,5
39.9934568776,116.335623445,228
40.0487792585,116.434109457,93
39.9227710837,116.573889516,29
40.0062180188,116.370302542,25
39.9946789595,116.422480574,120
40.0615238236,116.313209278,22
39.7690497389,116.168763935,8
39.9780898098,116.314412303,185
39.9336460845,116.391480745,56
39.9725497376,116.480217655,93
39.9659238513,116.310416569,37
39.9116457094,116.403737412,7
39.8783772782,116.335309635,61
39.862734278,116.433245323,52
39.9443733942,116.39168173,24
39.9165457178,116.365761818,111
39.7581791411,116.499854203,12
40.0406741087,116.473653498,5
39.7709529024,116.189150658,4
39.7593791463,116.187611954,4
40.0490258551,116.424281832,20
40.3471407878,116.667165197,1
39.9820044685,116.358075098,55
40.0762993367,116.44035325,4
40.0119472152,116.281163701,6
40.1358848727,117.111765374,2
40.3712471861,116.861094447,2
40.1092880317,116.320219651,3
39.9430286567,116.587900906,2
40.2238891608,116.201011271,2
39.675582411,116.527371962,1
39.8839476984,116.700935341,7
39.9449294558,116.521687336,53
39.9451467335,116.467147272,106
39.9667789341,116.454076018,95
39.8886788331,116.486951979,28
39.966296326,116.444879364,53
40.0271127347,116.29077968,17
39.8348723766,116.36921556,61
39.7910337134,116.425198881,12
39.9172937887,116.651601065,7
40.1214916068,116.650486223,12
39.8664524939,116.269833842,20
39.8193941699,116.413092914,11
39.7313527049,116.325487903,9
39.85147455,116.35952752,25
40.1008365172,116.425781603,1
40.1150535616,116.640084998,3
40.2011322148,116.213023685,4
39.7576281726,116.324224266,6
40.0222175602,116.444853231,10
39.8388441239,116.251836509,2
39.9998026587,116.237813217,5
39.8224106227,116.582190129,2
39.747610283,116.144902795,1
40.0885802976,116.503071525,3
39.7139817336,116.400431665,1
40.0363872613,116.570028754,1
40.0319527495,116.461568163,1
39.9351481577,116.734466022,2
39.8523618964,116.413503327,24
40.0713792319,116.336848827,75
39.9288254783,116.321967639,53
40.0001081408,116.400672098,65
39.9726811612,116.294543181,54
40.0615067966,116.216354819,3
39.895109147,116.519185531,8
40.087701346,116.554012287,13
39.9295448985,116.217900094,3
39.8685011034,116.476636338,55
39.9542371869,116.475595328,33
39.9069958436,116.69607954,4
40.0108739327,116.526571342,7
39.7310687739,116.702726053,1
40.2074970397,116.278853732,2
39.8733875165,116.650380521,4
39.8879401779,116.423255311,13
40.0379729565,116.269388139,6
39.7630455116,116.368697981,6
39.7356082678,116.138655767,18
39.9238069503,116.39316118,9
40.1083189554,116.448701871,2
39.8293774348,116.355715959,6
39.7914567032,116.337381774,24
39.7941576847,116.314843659,2
40.0333283912,116.640458499,1
40.1244403821,116.301292458,3
39.9232963003,116.123948519,1
40.1384272593,116.488412491,1
40.1858512619,116.38558496,1
40.081007526,116.527162819,1
39.8643784045,116.37717901,259
39.9488644748,116.792447374,1
39.7623311867,116.582121293,7
39.7966317862,116.490026021,22
39.9399706739,116.379799854,20
39.8843335571,116.325877895,76
39.9575582205,116.57894078,15
39.8250743111,116.298519334,70
39.8618294827,116.464179452,14
39.9251035906,116.180070032,5
39.9329245875,116.183183837,7
39.9560534222,116.456747631,88
40.0776017133,116.333942181,49
39.906654853,116.6530532,21
39.9813429811,116.210084614,1
39.7621958382,116.546207941,11
39.8894515046,116.366336182,66
40.1156987848,116.388396127,5
39.9166810714,116.695349993,14
39.7810042608,116.291341238,9
40.0422487799,116.5119557,5
39.8907678147,116.213671803,4
39.7784237928,116.565975776,3
39.7964874663,116.397415941,4
39.7192775711,116.122247564,2
39.794594367,116.449317395,1
39.7583196941,116.269384012,1
39.9939076517,116.467841452,125
39.8950529713,116.444686566,67
39.8286074908,116.466980586,22
40.0811816544,116.334260188,54
39.9280165032,116.456380221,179
40.0435444168,116.334346049,24
39.9442170728,116.453638448,21
39.9495335618,116.346326095,46
39.9565765481,116.21284196,3
40.0218136551,116.279636406,20
39.8842197256,116.345125686,42
39.8839215966,116.268947573,25
39.9898691597,116.084470185,1
40.229701895,116.236211179,15
40.1759961103,116.400961603,4
39.736288202,116.181668593,3
39.9664995182,116.280052515,19
39.8500218867,116.335322615,7
39.9614155869,116.358081985,27
40.1035521234,116.682213965,1
40.0440298336,116.292967775,15
39.9243549605,116.223149817,7
39.7729971269,116.513537145,4
40.1301973697,116.654404149,23
40.1554859985,117.111331855,1
40.1203793623,116.421288368,3
39.9368665385,116.137219184,3
40.1411397622,116.64412699,3
39.9536183877,116.202022504,1
39.8520947941,116.488506992,5
39.841426344,116.500004949,2
40.0375265544,116.517151252,2
39.6910442332,116.065885617,1
39.8632090618,116.694985401,2
39.79573359,116.592107811,1
39.8338860695,116.761073983,1
39.9455304754,116.473744063,33
39.9072952738,116.467383633,145
39.9344373262,116.270841456,8
40.1148785523,116.663322297,13
39.7655759923,116.555276307,3
39.9292092054,116.675309828,8
39.7742135272,116.188970324,3
39.8354657514,116.378223193,17
39.8565580295,116.502839366,11
40.1046237558,116.138348786,3
39.9390242749,116.674018809,6
40.0924722168,116.501593989,8
40.1221459477,117.178217658,1
40.0846452156,116.634729634,1
39.8523955621,116.70605957,1
40.0230608447,116.521483523,3
39.8848846315,116.234502871,8
40.1090596511,116.473600556,2
39.9156281527,116.631296131,3
40.0505908639,116.236488912,2
40.0855340461,116.4564767,3
39.9099883355,116.097022027,1
40.0704548863,116.543291273,3
40.1834283058,116.16627457,1
40.1040488113,116.212645299,1
40.0081100489,116.449082914,2
39.7714360824,116.221055405,1
39.7914743028,116.498729793,28
40.0106137138,116.466446174,135
39.8406313611,116.413787877,57
40.0108733782,116.529142508,23
40.0442872341,116.302639759,30
39.8853064527,116.599877499,9
39.8734781886,116.256522344,11
39.9777087435,116.49939888,59
40.1208453691,116.668381227,3
39.9936181386,116.301238873,16
39.7960924272,116.49823228,15
40.0547004296,116.405753966,7
39.9819555742,116.205474816,2
39.923803221,116.116012173,4
39.7227915193,116.06500613,1
39.797913363,116.464687188,13
39.8755260419,116.674302529,4
39.9084012683,116.183124219,3
40.0936350143,116.413718123,5
39.9503854885,116.490209375,1
39.9723945955,116.25714128,7
40.1555144441,116.629937683,1
39.7730850235,116.208696638,1
39.785293627,116.299271987,5
40.0032251199,116.429176568,1
40.1105732042,116.686023801,2
40.3911647885,116.873752773,2
40.3017562076,116.197790359,1
39.8172284425,116.173897129,1
40.0541389494,116.614068515,301
39.9115878215,116.203048826,25
39.8900279207,116.46647625,197
39.9674133364,116.246906097,13
40.0619865566,116.37761913,15
39.9509148347,116.546617314,17
39.9110969168,116.578283878,28
40.0952097193,116.587893747,2
39.8785893602,116.500640839,25
40.0819752247,116.313275753,24
39.8672590142,116.247544887,24
40.0868817459,116.259814509,11
40.0331768558,116.487496244,18
39.8684973971,116.535219113,20
40.0547045462,116.562524408,14
39.9812431274,116.254253626,2
40.3612732416,116.837134859,2
39.7358699581,116.344111605,5
39.8096027245,116.203086021,2
39.8239093352,116.282169238,12
39.9838466927,116.500726254,41
40.1184350765,116.5618191,7
40.0328209548,116.670458273,2
39.7520005662,116.379818807,2
39.7598299857,116.114237207,1
40.1721137153,116.165263943,1
40.0340933525,116.752840434,1
40.0827054808,116.460332459,1
39.6975329201,115.984267595,2
40.0613444743,116.587921048,15
39.9229897479,116.301407712,72
39.9609695341,116.487955647,52
39.8902573041,116.443217059,73
39.9115583697,116.443248511,66
39.9012394184,116.335919935,25
39.7665381553,116.417484904,1
39.9391153101,116.30261827,67
39.9566610553,116.369099761,48
40.0546580356,116.34637809,8
39.9493381866,116.200317925,10
39.7728930385,116.539307725,13
40.0659727608,116.250631123,22
39.8941851884,116.171532667,6
39.9171185026,116.292698164,31
39.7659997129,116.689450188,1
40.0995661764,116.267643112,11
39.8955547739,116.686187598,9
39.8290063063,116.474238846,18
40.0381167957,116.5361964,4
40.2220109574,116.29123927,1
40.084772411,116.746053308,1
40.2097933417,116.227304782,3
40.0173502679,116.502792767,2
39.7824306887,116.345127188,1
39.9496971086,116.226779313,5
39.9826417901,116.505607554,3
39.757095154,116.624566562,1
39.8657177196,116.516379814,1
39.6688882467,116.469700531,1
40.1704515193,116.672138475,1
39.8455363804,116.45347734,2
40.2489432127,116.488238648,1
39.9837659545,116.488243934,64
39.9665391876,116.391176676,56
40.2041845815,116.257224016,3
39.8727307708,116.553585022,6
39.8990177507,116.456712187,94
40.0661722078,116.412401029,40
40.0764094973,116.520941385,6
39.9289161923,116.434284098,82
39.9826762621,116.312558177,161
39.9338274503,116.517021703,46
39.9004543691,116.30149354,14
39.8255785938,116.464743726,7
39.8332562729,116.499646048,4
40.0871827573,116.374450739,7
39.8133284191,116.519856316,3
40.2298027189,116.629014078,1
40.0478367227,116.347736694,6
40.1421027192,116.259377535,2
39.8225790816,116.343160132,2
40.0525265676,116.234951535,4
40.0373565307,116.159022943,2
40.1147531128,116.248716509,3
39.9390573236,116.762597501,1
39.8617521328,116.323575478,3
40.0153999998,116.286893852,2
39.7660965134,116.552481741,1
39.8810794394,116.54559365,1
40.109220775,116.512705534,1
40.0286388276,116.26256447,1
39.9778924392,116.389750546,36
39.9009059401,116.412120251,107
40.0942955418,116.217270281,2
39.9452323675,116.40057551,11
40.2141398519,116.247355573,11
39.9499670864,116.436748435,44
39.9119730162,116.5420522,13
39.9561943664,116.421799137,66
39.8900627732,116.356131296,65
39.8397622825,116.367952611,44
39.9735389703,116.346905494,62
39.7188757454,116.149327625,11
40.0378515083,116.510896099,8
40.0347392083,116.403801836,25
39.8499547875,116.466216153,2
40.0431137857,116.572430907,5
39.9044833263,116.595746589,16
39.8397471115,116.348239691,7
40.0625388616,116.385205283,1
39.6933721886,115.990905493,2
39.793500434,116.110357802,1
40.047611034,116.283564783,5
40.0113547906,116.597056139,13
40.2145882421,116.202934045,1
40.0872803472,116.465444081,1
39.7767507298,116.490765197,3
40.1143273178,116.323501692,2
40.0879798832,116.35604703,12
40.0239260901,116.300320561,3
40.0886056025,116.756942068,1
40.1501945293,117.131774538,1
40.0360404528,116.444214528,2
39.8096388104,116.337535896,2
39.8412136478,116.627707779,1
40.1147581524,116.403219507,1
39.768441311,116.508116097,1
39.8043164703,116.417306257,1
39.9860370212,116.648620612,1
40.1081353613,116.623055372,2
40.0221523824,116.502281542,10
39.8124703113,116.455371047,20
40.0716198689,116.44068478,11
39.8958701524,116.414826172,90
39.9269776894,116.519437254,86
39.9024872855,116.523503541,6
40.129386552,116.493055983,5
39.9289516622,116.256997949,46
40.0291723489,116.348982507,25
39.9067158829,116.27856084,35
39.9882790983,116.441061567,7
40.092313614,116.368524208,3
39.8166902757,116.598379829,1
40.0433694743,116.257908523,8
40.1169921766,116.462788284,1
39.9077068306,116.606672781,5
39.8131986958,116.393710751,9
40.1048968706,116.292540632,13
39.9175902305,116.736093848,2
39.6993231904,116.293165925,1
40.08663743,116.571372342,1
39.8385720486,116.616952582,1
39.9556114589,116.117546161,3
39.7526515028,116.159127197,2
39.7819419386,116.508948649,2
40.1412926799,116.654117586,2
39.8220298348,116.581481444,1
39.9766051204,116.233170644,4
40.0923005386,116.34126761,4
39.9841761333,116.291665427,1
40.1329014757,116.475018717,1
39.9900952148,116.551861437,1
39.7676944987,116.447397732,1
40.1633755068,116.643198542,3
39.7162909614,116.465715603,1
40.0657446943,116.433488474,38
40.2406931255,116.271664311,1
40.0434755637,116.422701118,78
39.8674587963,116.302195361,62
39.940135971,116.391575519,31
39.7641775167,116.385781793,5
39.8897159753,116.337448799,98
39.8683389861,116.38932527,72
39.8785688878,116.39966277,33
39.962636408,116.389388065,42
39.9462688812,116.530918467,4
39.8941673989,116.227030672,17
40.1188709849,116.447627423,2
39.9118749366,116.625390291,4
39.841988504,116.356941013,20
40.0435129425,116.402393369,30
39.714957864,116.080198171,1
39.6891689404,116.06519534,2
39.7645339955,116.161143789,8
40.3581958363,115.896884432,1
39.8143368341,116.290526791,7
40.1477563894,117.108717687,2
39.9049526659,116.68728642,4
39.8298689754,116.448712615,4
40.0782301306,116.295263732,1
39.9795985455,116.292839825,1
39.8693223741,116.195901693,1
39.986395827,116.240498623,1
39.9445693284,116.489538724,1
40.0541179201,116.615710995,562
39.9003085637,116.478014895,105
39.9605633064,116.466121131,96
39.9223195924,116.266935727,31
39.7633842384,116.206057415,10
39.830129648,116.312156859,4
39.9949539593,116.455998427,86
39.9344344008,116.250496492,15
40.0554808637,116.326506533,18
39.8188546058,116.433254269,25
40.1260839719,116.668537184,5
40.0212421079,116.46576031,41
39.9505716097,116.653661652,17
39.8785656717,116.446580665,34
40.1166681867,116.4196021,4
39.9445642081,116.226403687,10
40.0662185927,116.640549996,9
40.0493121298,116.258309212,22
39.8021134604,116.346707746,2
39.9551755305,116.271096365,18
39.8796293637,116.424138125,18
39.9399541004,116.354236756,88
39.9840942379,116.468314744,38
39.833118877,116.201972775,2
40.0209169722,116.422953892,19
39.7148988379,116.318646762,3
39.9105781736,116.216642566,8
39.9119059997,116.391626349,9
40.033773003,116.667973975,5
39.8396622093,116.203641392,4
39.8563398238,116.177485729,1
39.9443848033,116.731721037,2
40.2355953936,116.192640043,1
40.001286693,116.079925198,1
39.9416287835,116.562965117,1
39.9984460944,116.517458005,4
40.0920774586,116.375322701,2
39.9673884337,116.367304023,37
39.8911749063,116.401160801,25
39.9386044716,116.498448381,73
40.1140014946,116.554511117,6
40.0102763235,116.50019071,5
39.9284064835,116.629540352,4
40.0770592832,116.348892116,28
39.8468484427,116.485801517,7
39.8681709951,116.485489717,11
40.1946800557,116.276235969,1
39.9874757252,116.357402714,18
39.7804427388,116.520951127,14
40.186456863,116.653155444,5
39.9229792801,116.608022404,35
39.9503926333,116.324145358,32
39.9973306226,116.301604846,8
39.7033237026,115.984799142,5
39.7929724706,116.153496396,1
40.1372434281,116.574411447,1
40.022134196,116.475123562,2
40.1760861577,116.66038077,2
40.1936331291,116.229911071,1
39.7505441636,116.443565359,2
39.730752554,116.094370904,1
40.1489284939,116.316553006,1
39.8395552582,116.257449492,1
40.162355957,116.821357422,1
40.013073793,116.57380796,1
40.0006400644,116.369188959,44
39.9120116692,116.597224958,36
39.9786888961,116.24719921,12
39.9017240655,116.356795524,65
40.153718393,116.298925273,3
39.8894356189,116.661570283,43
39.8791605173,116.278970936,14
40.0054617342,116.506824938,10
39.7681247377,116.321764959,5
39.7847022793,116.481598648,10
40.0707856819,116.244902781,7
40.1542115039,116.546713658,3
39.90136626,116.531427827,7
39.7965550733,116.293034841,3
39.8732404028,116.404439184,4
40.3167902435,116.641546476,5
39.9494256031,116.518900238,10
39.7359475011,116.578416342,2
39.8828183599,116.635502223,3
40.1381350127,116.435490696,1
40.1469322898,116.266088421,1
39.7510886556,116.140147319,1
40.1379123264,116.412811957,1
39.9504774525,116.313810427,60
39.9324427534,116.290631889,18
40.0281420575,116.611823979,2
39.927644687,116.311604881,46
39.9182021383,116.267273496,29
39.8299287224,116.301604032,23
40.0248308567,116.534090231,1
39.9273025056,116.486615497,12
39.8643861388,116.680089544,2
40.1546657796,116.831499336,2
40.1245444893,116.51774301,1
40.0226046611,116.436962967,13
39.8305909882,116.533670295,1
39.9496156749,116.718105193,4
39.9403292041,116.644509199,2
39.9949963156,116.531548364,2
40.1714935723,116.662422643,2
39.9404305766,116.574166584,2
39.7608005201,116.436524667,2
39.7689329833,116.5285926,1
39.9884932876,116.527973013,1
40.2054775651,116.181274983,1
39.9825302013,116.368636377,31
39.8901309019,116.232087652,11
39.9614003023,116.3801783,48
39.861295692,116.487795151,13
39.9055742046,116.563604294,63
39.9173427543,116.433654473,46
39.8813161014,116.435307237,8
39.8178981966,116.299000098,21
39.8677297532,116.309985464,5
39.8941187393,116.334702481,85
40.2235582348,116.224174666,12
39.851950403,116.443838569,34
40.0447874575,116.344697288,19
39.8571794786,116.509786438,31
39.9009915409,116.280204262,44
39.944098466,116.597051732,3
39.9612996309,116.300674388,66
40.0336886814,116.508925793,19
39.7667797108,116.162676042,2
39.8072264283,116.432704046,9
40.1364214947,116.654258736,9
39.808240789,116.578384596,5
39.7663202678,116.306624652,1
39.8779587193,116.22978186,7
39.7111145397,116.067309333,1
40.2502970378,116.245397135,1
39.7084131807,116.403271452,5
39.8104224013,116.42433316,1
40.0161627316,116.432996332,3
39.983896306,116.627303064,1
39.928567712,116.084399553,1
40.1086456743,116.252013841,1
39.9718561271,116.562590343,2
39.6653677064,116.304594804,1
39.7583322941,116.523224678,1
39.96951199,116.713134494,1
39.9775612367,116.533668438,2
39.7484165426,116.653241121,1
39.9767972109,116.346246221,40
39.9764495904,116.323495972,56
39.8996144974,116.433850896,32
40.0667273239,116.324346073,27
39.9553847014,116.497340474,42
39.7746504544,116.334491182,26
39.913053616,116.586277005,21
39.8521356682,116.510042158,14
39.9229819304,116.238723651,2
39.7520112894,116.323906502,15
40.2204366413,116.259763407,12
39.8663703619,116.680250379,2
39.7719529611,116.590550285,2
40.0570616843,116.181300526,3
39.7227889497,115.972017369,1
39.9039312748,116.735752812,4
40.1366959077,116.449632009,1
40.1270978633,116.63130256,3
40.0828132805,116.419482292,1
39.7827043559,116.424910398,1
39.7456279617,116.180156816,2
39.9167497212,116.49025537,114
39.9940879227,116.366845551,39
39.8516181185,116.699425937,4
40.0042622384,116.666642088,6
39.9066253205,116.576624484,46
40.0066677874,116.35346606,44
39.8569196821,116.258336497,7
39.874444123,116.422173925,18
40.0874419807,116.335428138,14
39.9510751165,116.35798435,84
40.0126459435,116.271004631,26
39.8623185372,116.390220304,72
40.0464637587,116.640882161,2
39.8836688592,116.683437888,27
40.2263130064,116.189807995,5
40.4631031074,115.976109403,1
40.0315450203,116.223795869,1
39.9924348694,116.316167217,22
39.7415319325,116.13882648,7
39.9073473218,116.202265841,10
39.910976605,116.323546657,17
39.9604997173,116.247933989,8
40.1036512679,116.564799161,4
39.8048489277,116.404913021,1
40.1090205371,116.210093371,2
39.8670086063,116.657823229,4
39.7869175822,116.543544668,1
40.0873487913,116.442195796,3
40.1466764175,116.55397469,2
39.8598240364,116.186181462,1
40.1767318874,116.646878663,2
40.020874606,116.401828793,1
40.0785909294,116.593310132,21
39.9498812079,116.423412118,80
39.9228787416,116.41099149,68
39.7464142177,116.505561823,2
39.9610808918,116.500898841,75
39.8683072553,116.337010114,5
39.9279930539,116.423695729,46
39.7731009929,116.364440937,6
39.8040233587,116.434575836,8
39.9666153448,116.292987837,47
40.0006404929,116.346347131,33
40.0982484289,116.303393395,15
39.900774756,116.676214934,6
40.0160187534,116.422872197,10
39.9071155208,116.312681574,23
39.8352376862,116.587833648,1
39.7553139895,116.400358821,3
40.032890245,116.435700398,15
40.2437999303,116.138643993,2
39.9512900102,116.559933641,2
39.8117392428,116.160842113,6
39.9882255012,116.62546823,2
40.0983933824,116.221615396,2
40.0245517227,116.464004842,1
39.9439493773,116.104149127,3
39.9194087507,116.676943937,3
39.8600459627,116.652421913,1
40.1559231445,116.663937986,2
39.9021207211,116.124864381,1
39.9772328247,116.479527367,135
39.9197556539,116.235518055,12
39.9383137385,116.45404044,155
39.9497449713,116.413857737,115
39.9264978084,116.59930506,126
39.9929926167,116.613373982,7
39.8241848682,116.509215316,10
39.9839717245,116.335025613,47
39.9614008011,116.271487973,21
39.9331766249,116.379359562,30
40.0436857634,116.47914892,4
39.9615050768,116.335514196,46
39.8888959197,116.654618254,62
39.9552290102,116.390882495,40
39.8247477441,116.452490529,6
40.0395254039,116.290600637,7
39.8387192524,116.240224253,3
39.7575501547,116.214405053,11
39.9395116531,116.271491658,20
40.2206012764,116.216091124,3
40.0579595618,116.164317167,4
40.3694454671,116.851423123,1
40.1513599895,116.287263987,1
39.8291322736,116.398724785,5
40.2912518844,116.617194951,1
40.349050489,116.686043535,1
39.7159018763,116.284078299,1
